execute_id,clientes,mensagens,intervalo,tempo_total,total_msgs,vazao,lat_media,lat_min,lat_max,lat_desvio,falhas_send,cenario
chat_perf_20251214_203346_469755,2,20,0.1,2.1041319370269775,40,19.010214757026024,0.0035536348819732665,0.001961946487426758,0.005988359451293945,0.000961049386413253,0,baseline
