execute_id,clientes,mensagens,intervalo,tempo_total,total_msgs,vazao,lat_media,lat_min,lat_max,lat_desvio,falhas_send,cenario
chat_perf_20251214_203346_469755,5,100,0.05,5.397117614746094,500,92.64204260323913,0.0033537349700927736,0.0011653900146484375,0.01189112663269043,0.001254052197021006,0,principal
